cell_id,icp_type,query,lat,lng,zoom,priority
co-den-aurora-q9,adjacent,structural repair,39.71,-104.81,13,P2
co-den-lakewood-q7,adjacent,mudjacking,39.7,-105.08,13,P2
co-den-littleton-q5,adjacent,crawl space encapsulation,39.56,-104.99,13,P2
mo-stl-st-charles-q3,adjacent,basement waterproofing,38.78,-90.51,13,P2
mo-stl-south-county-q1,foundation,foundation contractor,38.52,-90.32,13,P1
mo-stl-south-county-q9,adjacent,structural repair,38.52,-90.32,13,P2
mo-kc-independence-q7,adjacent,mudjacking,39.09,-94.42,13,P2
mo-kc-north-q5,adjacent,crawl space encapsulation,39.24,-94.58,13,P2
ok-okc-norman-q3,adjacent,basement waterproofing,35.22,-97.44,13,P2
ok-okc-edmond-q1,foundation,foundation contractor,35.65,-97.48,13,P1
ok-okc-edmond-q9,adjacent,structural repair,35.65,-97.48,13,P2
ok-tulsa-broken-arrow-q7,adjacent,mudjacking,36.05,-95.79,13,P2
la-nola-metairie-q5,adjacent,crawl space encapsulation,30,-90.25,13,P2
al-bham-hoover-q3,adjacent,basement waterproofing,33.4,-86.8,13,P2
tn-memphis-bartlett-q1,foundation,foundation contractor,35.2,-89.87,13,P1
tn-memphis-bartlett-q9,adjacent,structural repair,35.2,-89.87,13,P2
fl-jax-orange-park-q7,adjacent,mudjacking,30.17,-81.71,13,P2
